0,1
这户家庭臭名昭著，他们的名字同样臭名昭著。,This family are notorious and their name is notorious.
"4条航道为京杭大运河的支流航道,均采取社会融资的方式进行升级改造。","These four channels are Beijing-Hangzhou Grand Canal tributary channels, which are upgraded and renovated in the way of social financing."
平衡木与自由体操两个项目的卫冕世界冠军拜尔斯埋伏以待。,Balance beam and floor exercise - where Biles is the defending world champion - lay in wait.
他告诉英国广播公司苏格兰分部说：“苏格兰皇家银行品牌将最终成为我们的投资者品牌，同时也是员工受雇品牌之一，因为目前更大意义上我们已成为一个拥有众多品牌的银行。”,"He told BBC Scotland: ""The RBS brand will end up becoming our investor brand and the one that our staff are employed with, because we are now becoming much more a bank of brands."""
我国有着“议会之母”的光荣传统，然而某些机构私下偷偷摸摸的选举舞弊行为及事后的万般抵赖着实令人担忧，也威胁了这一良好声誉。,"Our nation has a proud heritage as the mother of parliaments, yet the worrying and covert spread of electoral fraud and state of denial by some bodies threatens that good reputation."
我们已经丢掉了很多世界冠军，所以能够卫冕奥运冠军太令人感到惊讶了。,"We've been losing out on so many world titles, so to win the Olympics again is just amazing."
加拿大皇家银行大宗商品策略主管克罗夫特（Helima Croft）表示，OPEC通过释放他们将促成协议的信号来改变市场的情绪。,"Helima Croft, head of commodity strategy at Royal Bank of Canada, said OPEC changed the market sentiment by releasing signals that they would make an agreement."
据中国之声《新闻晚高峰》报道，8月下旬，日本首相安倍晋三将赴肯尼亚出席第六届非洲开发会议。,"In late August, Japanese Prime Minister Shinzo Abe will go to Kenya to attend the 6th African Development Conference, according to the Evening News Peak of Voice of China."
“不同身份的人有了同样发言的权利和效率，现实生活中的种种社交顾虑，在网络空间似乎都一下消除。”,"""People of different identities have the same rights and efficiency to speech. Various social concerns during real life may be eliminated immediately on internet."""
戴图理在获胜后牵来了 Predilection，引起了全场欢呼,Dettori soaks up the cheers as he brings in Predilection after victory
作为运动员，张彬彬和家人聚少离多，只有节假日才能回家，平时多靠电话联系。,"As an athlete, Zhang Binbin and her family are separate more than being together. As she can only return home during festivities, she mainly contacts family members by phone in other time."
自从本届奥运会开始以来，萨里奇在3场比赛里场均得到13分、8个篮板和5次助攻，表现堪称全面。,"Since the beginning of this Olympic Games, Salic has obtained 13 points, eight backboards and five assists in three games, with a full performance."
AGL表示这些合同是本来应该自2016年11月起生效的“对冲合同”。,AGL said the contracts are so-called 'hedging contracts' which were due to take effect from November 2016.
这是许多家庭经济餐的特点。,It was characteristic of a lot of the home-ec recipes.
据香港《东方日报》8月12日报道，目前内地钻石销售被指存在三大问题，包括虚标钻石净度推高售价、虚标钻石重量、售后无保障等。,"According to a Hong Kong Oriental Daily report made on August 12, the current diamond sales in Mainland China were accused of three major problems, including the false marking of diamond clarity to raise sales price, false diamond weight and unguaranteed aftersales, etc."
他获得了多场大赛的冠军，其中包括1996年在英国皇家爱斯科赛马会取得的著名的“七连胜”，但是，他也遭遇了坠机事件，还因服用禁药遭到禁赛。,"Stacks of big-race winners, including his famous 1996 'Magnificent Seven' at Ascot, but he also survived a plane crash and served a drugs ban."
上周，克林顿在伯克希尔·哈撒韦公司所在的内布拉斯加州奥马哈举行了一次集会，巴菲特在会上要求特朗普见面并交换纳税申报单。,"At a Clinton rally last week in Omaha, Nebraska, Buffett, whose Berkshire Hathaway conglomerate is based there, challenged Trump to meet and exchange tax returns."
巴姆成长于宾夕法尼亚州布鲁贝尔，在3岁时第一次拿起曲棍球棍 （她的双胞胎姐姐在德雷克塞尔从事这项运动）并且在16岁时加入国家队，成为了迄今为止最年轻的国家队成员。,"She grew up in Blue Bell, Pa., first picked up a field hockey stick when she was 3 (her twin older sisters played the sport at Drexel) and joined the national team when she was 16, becoming its youngest player ever."
这次任务最难的地方，就是探测器进入火星大气后气动外形和降落伞减速只有一次机会,The hardest part of the mission is that the probe just has one chance before entering the Martian atmosphere for aerodynamic shape and parachute deceleration.
人们要求设立更为严格的动物保护法、加大对虐待者的惩罚力度。,People demand to establish more rigorous animal protection law to enhance the punishment against abusers.
结果，中国对外出口的石油产品品质逐渐达到与（世界最高品质的）日本相同的水平”。,"As a result, the quality of oil products exported from China gradually rivalled that of Japan (the world's highest quality)."
为了提醒人们它曾经遭受的伤害，技术人员没有给它的新喙上色，而是保留了3D打印材料原有的白色。,"In order to remind people that it has suffered damage, the technical staff did not give it a new beak color, but to retain the original white color of the 3D print material."
西蒙·拜尔斯摘得女子体操全能冠军,Simone Biles nails all-around gold in women's gymnastics
据了解，此班货运班列运输的货物品类涵盖工业原材料、机械设备、工业零配件、建材、食品、轻工产品六大类、共计206个品种。,"It is understood that the goods category of this freight train cover six major categories, namely industrial raw materials, machinery and equipment, industrial spare parts, building materials, food, light industrial products, and 206 varieties in total."
１１日晚，中国国家京剧院携名剧《白蛇传》穿越千里来到墨西哥城，在墨国家美术宫为当地民众呈现了一场原汁原味的京剧盛宴。,"On the evening of the 11th day of the month, China National Peking Opera Theater took its famous TV play ""White Snake"" and traveled thousands of miles to Mexico City. They presented the local people with an authentic Peking Opera feast in the Mexican National Palace."
“隐藏在ID之下的你来我往避免了面对面的人际碰撞，不仅有了回旋的余地，甚至给了彼此更多思忖言行的时间和空间。”,"""The communication hidden below one's ID can avoid interpersonal clash. This not only has room for maneuver, and even gives each other more time and space to thought and deeds."""
克林顿竞选小组所公布的最早的纳税申报单为2007年。,Clinton's campaign has released tax returns going back to 2007.
我住在医院里，虽然他们说走几步就足够了，但我还是每次绕着病房走上20英尺、30英尺、50英尺。,"I was in hospital and I was walking around the ward - 20ft, 30ft 50ft at a time when they were saying a few steps is enough."
这很可能进一步破坏市场对OPEC的信心，毕竟这个组织上演过一次“狼来了”。,"This is likely to further undermine the market confidence in OPEC. After all, this organization already staged a ""wolf is coming""."
路透社认为，提议召开的产油国会议不太可能令供应明显收紧，美国能源信息署公布的数据也打压市场人气。,Reuters believes that the proposed meeting of the oil-producing countries is unlikely to tighten the supply. The data released by US Energy Information Administration also suppress the market sentiment.
那卡拉瓦又得一分，而比赛……的上半场还剩1分钟。,Nakarawa added another from the restart and there was still over a minute on the clock ... in the first half.
他特别警示了邮寄选举舞弊，据说，穆斯林社区的资深成员对选民施加压力，迫使这些选民给他们指定的候选人投票。,He voiced particular alarm about postal voting fraud - in which senior members of the Muslim community were said to have exerted pressure on people to vote for a candidate of their choosing.
据外媒报道，27岁的韩国射箭女选手张慧珍在女子射箭个人赛中获得金牌，继团体赛后再获奥运会金牌，成为双冠王。,"According to foreign media reports, Zhang Huizhen, the 27-year-old Korean archery female player won the gold medal in the women's archery individual tournament. This is the second scoring of Olympic gold medal following the team competition. This made she become a double winner."
克林顿夫妇2015年的纳税申报单显示，与大部分美国人不同，他们的工资收入只有100美元。,"The Clintons' 2015 return showed that, unlike most Americans, just $100 of their income came from wages."
7月，中国进出口总值2.09万亿元人民币，同比下降0.9％。,"In July, China's total import and export valued 2.09 trillion yuan, a year-on-year fall of 0.9%."
盛来运说，关于7月份的国民经济运行情况，我想借用总理曾经讲过的一句话“形有波动，势仍向好”，这能够比较好地概括7月份的经济运行的特征。,"Sheng Laiyun said, as for the national economy in July, I would like to use the words of Premier, ""the shape is volatile and the potential is still good"". This is a better way to summarize the characteristics of the economic operation in July."
案件发生后，海口市公安局刑警支队领导高度重视，立即组织支队一大队精干警力主动出击展开侦查。,"After the case, Haikou City Public Security Bureau of Interpol detachment leaders attach great importance and immediately organize a detachment of elite troops to take the initiative to investigate."
全村150亩果园，10多个树种，只需要12位工人加1位技术工程师。,"There are 150 acres of orchards and more than 10 species, but only 12 workers plus a technical engineer are ok."
她带球沿球场左侧长途奔袭，随后内切到中路，抽射入网，美国队2比0领先。,"She made a long run with the ball down the left side of the field, then curled into the middle and whipped the ball into the goal to give the Americans a 2-0 lead."
非洲开发会议由日本主导，此前的五次会议均是在日本东京或者横滨举行，因此，本次会议也将是首次移师非洲。,"The African Development Conference was dominated by Japan, and the previous five meetings were held in Tokyo, Japan or Yokohama, so this meeting will be the first move to Africa."
匹克将始终以提升消费者的运动需求为导向，构建体育产业生态圈，加速由单一体育用品制造企业向专业体育服务企业战略升级。,"PEAK will always be oriented to promoting consumer demand, building sports industry ecosphere and accelerating the strategic upgrading of single sporting goods manufacturing enterprise to professional sports service enterprises."
可以预见到的是，在经过近三个小时的初步谈话后，两位总统在发布会上表示，尚未谈及那个话题。,"It could be telling that after almost three hours of initial talks, the two presidents told a press conference that they hadn't even touched on the topic."
目前，开幕式的彩排工作已结束，明天上午将举行正式演出。,"At present, the rehearsal work of the opening ceremony was terminated and the official performance will be held tomorrow morning."
星球上的海洋蒸发，水蒸汽也被紫外线烧尽。,Its oceans evaporated and its water vapor was burned away by ultraviolet light.
就该了不起的项目而言，此次合龙展现出前沿的土木工程技术。,"On this fantastic project, this closure represents leading edge civil engineering."
齐格曼女士说：“当时面包非常流行。”,"""Loaves were very popular,"" Ms. Ziegelman said."
我们将从下周早些时候开始，在未来几周举行多场全天会议，重新审视这些问题。,"We will hold a number of full-day meetings over the next few weeks, starting early next week, to take a fresh look at the issues."
李某在收到扣押裁定后，在未经沭阳法院许可的情况下，私自将该养殖场内被扣押的部分蛋鸡卖掉。,"After Lee received the detention ruling, without the permission of the Shuyang court, he privately sold partial egg laying hens."
近日，由中国文联、青海省政府主办的第十届中国国际民间艺术节在青海西宁拉开帷幕。,"Recently, the 10th China International Folk Art Festival, hosted by the China Federation of Literary and Art Circles and the Qinghai Provincial Government, kicked off in Xining, Qinghai province."
在邓小飞被判定拖延时间领到黄牌后，替补出场的彭欣力因禁区前犯规也领到黄牌。,"After Deng Xiaofei received a yellow card in the delaying time, Peng Xinli who is alternative also received a yellow card because he fouled in front of the penalty area."
参加女子4x200米自由泳接力赛决赛的中国小将艾衍含被这样描述：“那名14岁的中国小姑娘犯了个愚蠢的错误。”,"Ai Yanhan of China in the Women's 4 x 200m Freestyle Relay Final was described as: 'That little 14-year-old from China dropped the ball, baby.'"
虽然他已经转会回到了英超，但是英足总仍然将其累计禁赛顺延至英超赛场。,"Although he has transferred back to the Premiership, the Football Association Challenge Cup (FA Cup) still passes his accumulative suspension to FA Cup."
CBC 奥运会解说员就中国游泳运动员“像猪一样慢”的评论道歉,CBC Olympics commentator apologizes for saying Chinese swimmer 'died like a pig'
自行车有望实现奥运金牌“零突破”，而女足姑娘将挑战两次世界冠军得主德国队，期待爆冷冲进四强。,"The bicycle game is expected to realize the ""zero breakthrough"" in the Olympic gold medal while the Women's World Cup girls will challenge Germany team, the world champion winner for twice and are expected to become the top four."
在北京和伦敦奥运会上展现其绝对统治地位后，英国自行车队在前往里约的过程中让大家略感失望。,"After truly exceptional showings of utter dominance at Beijing and London, expectations have been played down in the lead-up to Rio."
2015年7月，无锡市锡山区安镇街道14个农村经济合作组织与所在村村委会“分账管理”，村委会履行农村公共事务管理，合作组织则主要从事经营。,"In July 2015, on Anzhen Street of Wuxi Xishan District, 14 rural economic cooperation organizations worked with the village committee to implement ""sub-account management"". The village committee implemented rural public affairs management while the cooperative organizations were mainly engaged in business."
奇甫倍在半决赛中输给张惠珍，与墨西哥选手亚力杭德拉·瓦伦西亚展开铜牌争夺。,Qi Fubei was defeated by Zhang Huizhen in the semifinals and competed for the bronze medal with the Mexican player Alexandra Valencia.
澳大利亚队与日本队比赛期间，水球池的环境条件逐步恶化，但官方强调他们会在11日将两个泳池的水质恢复到原来的颜色。,"During the competition period of the Australia and Japanese team, the environmental conditions of the water polo pond gradually worsened, but the official stressed that they would manage to return the water quality of the two pools to their original colors on the 11th day of the month."
我们在他们隔壁住了20年，一直这么糟糕。,We lived next to them for 20 years and it's always been bad.
初级医生与医科学生于7月份投票抵制与英国医学协会达成的合同交易。,Junior doctors and medical students voted in July to reject a contract deal agreed with the BMA.
8月10日的新闻发布会上，术后康复的格雷西亚终于亮相，向人们展示它崭新的3D打印塑料鸟喙。,"At the press conference on August 10, after postoperative rehabilitation, Gresham finally appeared and showed people its brand new 3D printing plastic beak."
这支队伍的组成令所有人都倍感自豪，因为里面包含了犹太教的阿里·莱斯曼 (Aly Raisman) 和天主教的麦迪逊·科希安 (Madison Kocian)。,"The make-up of this team, rounded out by Aly Raisman, who is Jewish, and Madison Kocian, who is Catholic, is making everyone proud."
科先生又吃了第二匙、第三匙。,"Mr. Coe went back for seconds, and thirds."
该片预计于明年初在中央电视台和乐视首播，还将首次推出VR全景纪实版。,The film is expected to first show on CCTV and Letv in the early next year. A VR panoramic documentary version will also be launched for the first time.
根据肯尼所展现的状态，他并非没有可能再现霍伊在一届奥运会上夺得三块金牌的壮举。,"With the form Kenny demonstrated, it is not beyond the realms of possibility to imagine him repeating Hoy's feat of winning three Olympic golds in one Games."
扩大人际关系圈，更平等地对话，避免社交顾虑，才是我们越发深爱线上聊的主要原因。,"Expanding the interpersonal relationship circle, more equal dialogue, avoiding social concerns are major reasons for us to be fascinated with online chat."
在皮肤科医生问诊处，一名60多岁的老人带着她的小孙子前来咨询。,"In the dermatologist clinic, a 60-year-old man came for consultation with her little grandson."
比赛进行10分钟后，力帆连续冲击中连获角球机会，费尔南多小角度抽射被国安防线挡出底线。,"When the match went on for 10 minutes, Lifan made continued hit and gained a chance for corner. Fernando made small-angle volley and was fended off the base line by Guoan."
在展示了一些食物方面的共同见解后，他们在艾森博格的三明治店中遇到了一名记者。这个位于熨斗区的简单午餐柜台自1929年经济奔溃时起一直营业到现在。,"Showing some culinary solidarity of their own, they met a reporter for dinner at Eisenberg's Sandwich Shop, a tiny no-frills lunch counter in the Flatiron district that has been in business since the year of the crash, 1929."
体操运动员的所有训练都在这些俱乐部完成，对体操运动员的家庭而言是一笔长期的昂贵开支。,"These clubs are where the gymnasts get all of their training, and it's a costly and long-term commitment for the gymnasts' families."
iPhone7像其他iPhone一样，出生之前就伴随着无数秘闻。,"iPhone7, just like other iPhones, brings countless secret before birth."
此次减薪前，该公司在2014年将海上承包商的报酬降低了10%。,The company's rate reduction follows a 10 percent decrease for onshore contractors in 2014.
该模型用于确定表面高温、无水并且大气层充满二氧化碳的金星是否曾经有类似于地球的环境。,"The model was designed to determine whether or not Venus, with its hot, water-less surface and CO2-chocked atmosphere, might have once hosted Earth-like conditions."
但这些运动员目前的主要精力依旧在赛场，对于综艺节目也只是如蜻蜓点水般——碰下就走。,"However, no matter whether they are retired or active athletes, they need to provide outstanding performance to win in the entertainment circle."
对复发的恐惧会对一个人的生活品质造成很大的负面影响。,Fear of a recurrence can have a significant negative impact on a person's quality of life.
墙上到处是洞，地板被扯破了，垃圾扔得满地都是，墙壁上被涂的乱七八糟。,"The walls were left with gaping holes, floorboards were ripped up, rubbish was strewn over the floor and graffiti was daubed on the walls."
退一万步说，宁泽涛长得帅，完全可以依靠颜值获得万千脑残粉的支持。,"At the very least, Ning Zetao can totally rely on his great looks to win the support of thousands of huge fans."
日本问题专家杨伯江分析称，“从政治方面，非洲虽然相对发展滞后，但是国家数量比较多，所以日本一向把它视为所谓的‘大票田’。”,"""In terms of politics, Africa is relatively lagging behind, but there are many African countries. So Japan has always regarded it as the so-called 'big ticket field,'"" said Yang Bojiang, an expert for Japanese issues."
这是一种全新的体验，而我感到十分紧张。,It was all so new and I was so stressed.
“每个教练挑选队员的方法不一样，当时我看到彬彬的手长得很漂亮，就一下子相中了。”,"""Each coach has his own method to choose the potential player. I decided to take her once I saw her beautiful hands."""
批评特朗普的人，包括2012年共和党总统候选人米特·罗姆尼和其他共和党人表示特朗普拒绝公布纳税申报单会引发对其资本净值、慈善捐款、商业交易和各种其他关系的质疑，包括与俄罗斯的关系。,"Trump's critics, including 2012 Republican presidential candidate Mitt Romney and other fellow Republicans, have said his refusal raises questions about his net worth, his charitable contributions, his business dealings and various other ties, including with Russia."
同年，１０月５日１０时许，被告人再次来到南阳市卧龙区某宾馆房间内利用伪基站群发诈骗短信时，被公安民警抓获。,"In the same year, at 10 a.m. on October 5, 2009, the defendant once again came to a hotel room of Nanyang City Wolong District, where they sent fraud messages via a fake base station. He was arrested by the police."
当地时间12日，莫斯科华侨华人联合会主席黄静在看到中新网记者时激动的说道。,"On the 12th day of the month of the local time, Huang Jing, chairman of the Moscow Overseas Chinese Association said excitedly while she saw the reporter of Chinanews.com."
更何况，相比于田亮、刘璇、杨威等人的功成身退，宁泽涛若在23岁、运动生涯稍遇挫折就急流勇退，对其形象造成的负面影响大概也是不可估量。,"Moreover, compared with the withdrawal of Tian Liang, Liu Xuan and Yang Wei, etc. at their peaks, the withdrawal of Ning Zetao at 23 after some setback would cause immeasurable effects to the negative influence of his image."
受害人的哥哥 Louis Galicia 对美国广播公司位于旧金山的电台 KGO 表示，之前在波士顿做流水线厨师的Frank 于六个月前在旧金山的 Sons & Daughters 餐馆找到一份流水线厨师的理想工作。,"The victim's brother, Louis Galicia, told ABC station KGO in San Francisco that Frank, previously a line cook in Boston, had landed his dream job as line chef at San Francisco's Sons & Daughters restaurant six months ago."
海伦·格拉芙和希瑟·斯坦宁在五年中未尝败绩。,Helen Glover and Heather Stanning haven't lost a race in five years.
数月来，被政府控制的媒体对安卡拉进行了令人震惊的全力进攻。,"For months, state-controlled media conducted a staggering, all-out offensive against Ankara."
Louis Galicia 说：“世上的所有事物都有可能出错，但Frank 称得上是一个每天都发光的外粗内秀之人。”,"""With everything else that's going wrong with the world, he was that diamond in the rough that was shining bright every day,"" he said."
这次她是超常发挥。,She is on a roll.
接着，用前臂和肩膀夹住枪，然后用你的肘部击打袭击者面部。,You then grasp the gun between your forearm and shoulder before hitting them in the face with your free elbow.
在11日结束的2016中国珲春虎豹保护国际论坛上，中俄两国林业部门和动物保护组织再次达成多项共识。,"At the 2016 China Hunchun Tiger and Leopard Protection International Forum which was terminated on September 11th, the forestry department and animal protection organization of China and Russia reached several consensuses for the second time."
东北虎，目前被世界自然保护联盟(IUCN)濒危物种红色名录列为濒危(EN)物种。,Siberian tigers are currently classified as endangered (EN) by the World Conservation Union (IUCN) Red List of Endangered Species.
就在最近的一次抗议发生前几天，抗议者集体走上街头，支持被国家参议院弹劾的总统迪尔玛·罗塞夫。,This latest protest comes just days after protesters took to the streets en masse to support suspended President Dilma Rousseff as the country's senate voted for her impeachment.
北京市社会团体管理办公室即日起将对社会团体会费统一收据使用情况开展专项检查。,Beijing Municipal Social Management Office will soon carry out special inspections on the use of unified receipts of social group membership fees.
她说，自己在培训班老师的帮助下进步非常大，同时也感受到了作为“中华文化海外传播者”的重任。,"She said that she made great progress with the help of teachers of the training classes and she felt the heavy responsibility of being the ""overseas communicator of Chinese culture"""
她们已保持了39场不败纪录，具有绝对的优势。,"Their dominance was absolute, after all this was their 39th outing unbeaten, again unprecedented."
但是现在，正确的做法是让更多的国家品牌崭露头角。,"But now, it has been judged right to let more national brands come to the fore."
一位有着犹太血统的法国电影制片人向媒体透露，位于柏林的凯宾斯基酒店没有列出以色列的电话代码，并且酒店员工表示这是按照阿拉伯客户的“要求”，这引发了舆论一片哗然。,"A French filmmaker of Jewish origin unleashed a media furor after he revealed that the Kempinski Bristol hotel in Berlin does not list Israel's dial code, with employee citing ""requests"" from Arabic customers."
9月份，我们将扩大到底特律（我的家乡），向那些值得获得这一学习机会并将从这项了不起的奥运运动中受益的年轻人提供高品质体操。,"In September, we will be expanding to Detroit (my hometown) to provide high quality gymnastics to the youth that deserve the opportunity to learn and benefit from this great Olympic sport."
参议院共和党人自巴拉克·奥巴马 (Barack Obama) 总统三月份提名加兰德以来，一直阻止对加兰德进行确认。,Senate Republicans have blocked Garland's confirmation since President Barack Obama nominated him in March.
俄罗斯总统弗拉基米尔·普京 (Vladimir Putin) 出乎意料地解除了谢尔盖·伊万诺夫 (Sergei Ivanov) 的总统办公厅主任职务。,Russian President Vladimir Putin has unexpectedly dismissed his chief of staff Sergei Ivanov.
受这支队伍的鼓舞，成千上万名年轻女孩将学习体操，这真的很棒。,It is the inspiration of this team that will send thousands of young girls to take gymnastics and that is great.
其他观察者分享了她没有被Snapchat回应的投诉。,"Other observers share her view, a complaint that Snapchat has left largely unanswered."
博格巴上赛季在意大利杯中吃到两张黄牌，根据规则将自动禁赛一场。,"Last season, Pogba was punished with two yellow cards. He will be banned automatically according to the rules."
当多名律师审阅了有关对于战争作出过度乐观评估的参议院证词后，中央司令部指挥官劳埃德·奥斯汀三世去年饱受批评。,"Centcom's commander then, Gen. Lloyd J. Austin III, came under criticism last year after Senate testimony viewed by many lawmakers as being an overly positive assessment of the war."
OPEC还在月报中表示，原油价格低廉已促使全球炼油商生产更多精炼油品，从而加重了市场供应过剩的程度。,"OPEC also said in a monthly report that low crude oil prices have prompted global refiners to produce more refined oil, thus increasing the degree of excess supply to the market."
在老宅新生和成功乡创的案例中，何培均做了很好的示范：传承一间百年古宅，同时也讲述一块土地的传承故事。,"In the case of renovating old houses and successful startup in his hometown, He Peijun is making a good example: to inherit a 100-year old house and tell a story about the land heritage."
作为“中拉文化交流年”重点演出项目，８月９日至２３日，中国国家京剧院在墨西哥首都墨西哥城以及科尔多瓦、华雷斯等５座城市演出７场京剧。,"As the key performance project of ""Sino-Latin American Cultural Exchange Year"", from August 9 to 23, China National Peking Opera Theater performed seven opera in the Mexican capital Mexico City and Córdoba, Juarez and other five cities."
六月份，这位名叫 Skeldon 的47岁租客收到了一份反社会行为决议。,"Skeldon, 47, whose name was on the tenancy, was given an antisocial behaviour order in June."
驳回杰里米·亨特提议后，初级医生计划发起进一步罢工,Junior doctors set to mount further strikes after rejecting Jeremy Hunt's proposal
截至今年8月11日，新筑车站共开行中亚班列221列、10009车，累计发运出口货物33.8万吨，其中2016年开行84列，同比增长47%。,"As of August 11 this year, the Xinzhu station opened a total of 221 freight trains and 10,009 vehicles. A total of 338,000 tons of goods have been transported. Among them, 84 freight trains began operation in 2016, a year-on-year increase of 47%."
霍伊以BBC评论员的身份观看了比赛。斯金纳、肯尼和辛德斯在登上领奖台时看到了他。,"Hoy watched on from his position as a BBC pundit and caught the eye of Skinner, Kenny and Hindes when they stepped on to the podium."
希思罗也将为我们的社区、伦敦以及整个国家带来活力与繁荣。,"Heathrow will also deliver regeneration and prosperity not just in our local communities and across London, but across the country."
幸运的是，他在2014年年初开始了治疗，将影响降到最低，虽然在这种情况下这么说可能并不合适。,"The trio were fortunate that he was able to begin his treatment at the start of 2014 out of season, keeping the disruption to a minimum, if that is ever the right expression in circumstances such as these."
他原本要开始在当地一所小学读一年级了。,He was set to start first grade at a local elementary school.
该模型所模拟的金星演化与之前行星科学家推测的相近。,The model produced a story of Venus similar to the evolution previously hypothesized by planetary scientists.
毫不夸张地说，这是最让人感动的一块金牌。,"There will not be a more emotive gold at these games, and that is saying something."
警方说，这10名囚犯求见典狱长，申诉移监事宜，但双方话不投机，有囚犯投掷手榴弹，酿成爆炸事件。,"The police said that 10 prisoners asked to see the warden and complained about the transfer of prison matters, but the two sides mistime their marks. A prisoner threw grenades and caused an explosion."
大量迹象还表明，火星以前很可能与目前的地球一样，只是经过几十亿年的演化才变成大气层稀薄、温度较低、水源枯竭等样子。,"A large number of signs also show that the Mars is likely to be the same as the current Earth, only after billions of years of evolution into the atmosphere thin, low temperature, water depletion and so on."
Emmett Macfarlane 推送道：“那位 CBC解说员说中国14岁的游泳运动员‘慢得像猪一样’？？？”,"Emmett Macfarlane tweeted, ""Did the CBC announcer just say the 14-year-old swimmer from China 'died like a pig'""????"
一旦工厂关闭，可能有多达2000人直接或间接失业。,As many as 2000 jobs - direct and indirect - could be at risk with any closure.
尽管金星上可能曾经存在生命，但在几十亿年的过程中，金星暴露在过高的温度与紫外线下。,"Though likely once habitable, Venus was -- over the course of several billion years -- exposed to too much heat and ultraviolet light."
犹太电影制片人批评柏林酒店按照阿拉伯客户的“要求”删除以色列电话代码 —— 路透社新闻,"Jewish filmmaker slams Berlin hotel for removing Israel dial code after Arab ""request"" - RT News"
整个加拿大的观众都被这位解说员的语气及措辞给惊到了，之后他们很快在网络上做出了反应,Viewers across Canada were quick to react online after being shocked by the tone and the language used
相比2016年6月，2016年7月的消费者价格指数为101.0%，即月通货膨胀率为 1.0%。,"The consumer price index in July 2016 compared to June 2016 was 101.0%, i.e. the monthly inflation was 1.0%."
他和隆多组成的后场射程有限，当家球星巴特勒的三分命中率也只有32.8%，这让他们下赛季的进攻会打得很拥挤。,"The backcourt range of he and Londo is limited. The three-point hit rate of headed star Butler is just 32.8%, making their next-season offence quite challenging."
1998年，进入山东省射击队，跟随王德文教练进行专业的射击训练。,"In 1998, she became a member of Shandong Province shooting team and followed Coach Wang Dewen for professional shooting training."
就读城乡规划专业的黄伊琳想去四川阆中参观学习当地的建筑设计，于是一家人便前往旅游。,"Majored in urban and rural planning, Huang Yilin wanted to visit Sichuan Langzhong and learn the local architectural design, so the family were bound for there."
"2014年，警方曾搜查了该房屋，发现了70多克大麻，还发现了天平、吸毒用具及1,700英镑现金。","In 2014, police raided the property and found more than 70g in cannabis as well as scales, paraphernalia and £1,700 in cash."
从女队教练到男队教练，再到总教练，黄玉斌打造了一支“奥运金团”，更率队在北京奥运会取得了9金1银4铜的神话战绩。,"From the women's team coach to the men's team coach, to the head coach, Huang Yubin created an ""Olympic gold group"", and led to win 9 gold, 1 silver and 4 copper at the Beijing Olympic Games."
他也表示，这次共有24个队伍参加“抢孤竞赛”，其中不仅有社团组织，还与一些学校合作，让学生参加。,"He also said that this time a total of 24 teams participated in ""climbing competition"", which is not only organized by communities, but also in combination with schools and attended by students."
吉林省林业厅表示，加强中俄两国虎、豹保护合作，不仅是中国东北虎、豹保护面临的十分紧迫的任务，也是维系俄罗斯虎、豹种群健康的当务之急。,"According to the Jilin Provincial Forestry Department, the cooperation on enhancing the protection of tigers and leopards of China and Russia is not only quite pressing task for the protection of manchurian tigers and Northeastern leopards, but also a priority to maintain the population health of tigers and leopards of Russia."
我们的目的是要通过淘汰落后的产能，推进结构的优化，重构整个煤炭行业的新业态。,"Our goal is to eliminate the backward production capacity, promote the optimization of the structure and restructure the new format of the entire coal industry."
据盗窃团伙成员供述，他们通过包乘黑车方式从外地进入上海，随后分别下车作案，数小时后各自会合上车，再一同离沪。,"According to the theft gang members, they came to Shanghai in the way of chartering unlicensed taxi. Then they came down the taxi and gathered and took taxi several hours later. Finally, they left Shanghai together."
如，福建提出，至少每3年向社会公布一次居住证持有人享受的公共服务和便利的范围。,"For example, Fujian proposed to announce the public services and convenience of residence permit holders to the public at least every 3 years"
克林顿竞选助手伊恩·萨姆斯在推特上表示由你们做主，并且附上了民主党候选人的纳税申报单链接。,"""Your move,"" Clinton campaign aide Ian Sams said on Twitter, linking to the Democratic nominee's returns."
齐格曼女士表示：“这也太奇怪了”。,"Ms. Ziegelman amplified: ""It was surreal."""
于是，黄伊琳向妈妈求救，听到女儿的呼救，水性不好的尹女士准备下水营救，被旁边的游客拦住。,"So Huang Yilin called to her mother for help. Hearing her daughter's call, Ms.Yin tried to rescue and was held up by other people."
通行费征收时间自2016年6月15日起至2019年6月14日止。,"The toll collection date is from June 15, 2016 to June 14, 2019."
她称在安特卫普所买的钻石，购入价为每克拉约五万五千元，同品质的钻石在厦门的零售价约十一万一千元。,"She said the diamond she bought in Antwerp was priced about RMB 55,000 per gram and diamond of the same quality was retail-priced about RMB 111,000 in Xia'men."
体操有助于培养身体的力量、灵活性及协调性，还有助于培养吃苦耐劳的精神、自律性及决心。,"Gymnastics develops strength, flexibility and coordination for the body and hard work, discipline and determination for the mind."
DTLA的开放式工厂阁楼进行了一次舒适的改造。,"An open, industrial loft in DTLA gets a cozy makeover"
正如2012年伦敦奥运会前，有些人认为希思罗的扩建工程过于庞大。,"Just as there were ahead of London 2012, there will be those that think the challenge of Heathrow expansion is too great."
