0,1
六要以增强履职本领为重点加强政协自身建设，完善履职制度，提高履职实效。,"Sixthly, it is necessary to reinforce CPPCC’s self-construction with an emphasis on beefing up its competence in performing duties, improve the duty-performing system, and enhance the duty-performing efficiency."
近年来，随着互联网及其相关技术的迅猛发展和逐步普及，我国互联网技术创新活力和应用潜力,"In recent years, with the rapid development and gradual popularization of the Internet and its related technologies, the vitality and potential of Internet technology innovation in our country"
在今年3月份的Apple（苹果）春季发布会上，Apple Watch终于和大家正式见面。,Apple Watch finally made its debut at Apple’s Spring conference this March.
2017年7月，国家旅游局、国家体育总局等八部门联合发布了《汽车自驾运动营地发展规划》；同月，发改委、财政部等14个部门联合印发的《促进乡村旅游发展提质升级行动方案（2017年）》中，自驾游被重点提及。,"In July 2017, eight government agencies including the China National Tourism Administration and the State General Administration of Sports jointly issued the “Plans for the Development of Automobile Campsites for Self Drive Sports”. In the same month, in the “Action Plan for Advancing Quality Enhancement and Upgrading in Rural Travel Development (2017)“ jointly printed and circulated by 14 government agencies including the National Development and Reform Commission and the Ministry of Finance, self drive travel was mentioned as a priority."
在会见恩赫图布辛时，王沪宁表示，中方愿同蒙方深化政治互信,"When meeting with Enkhtuvshin, Wang Huning said that China is willing to work with Mongolia to deepen mutual political trust"
至此，《权力的游戏》已经收获了艾美奖奖座38个，成为历史上获得艾美奖最多的电视剧集。,"To date, “Game of Thrones” has already received 38 Emmy Awards, becoming the TV series that has won the most Emmy Awards in history."
我们无法预测此次喷发是否会比一九六三年的那次规模更大。,We cannot predict whether this eruption will be larger than the 1963 eruption.
北京商报记者发现，瞄准深交所中小板的广东尚品宅配家居股份有限公司(以下简称尚品宅配)位列其中。,"Beijing Business Today reporters found Guangzhou Shangpin Home Collection Co., Ltd. (hereinafter referred to as Shangpin Home Collection), which was targeted for a listing on the Small and Medium Enterprise Board of the Shenzhen Stock Exchange, to be among the 12."
张德江指出，宪法是国家的根本法，是治国安邦的总章程。,Zhang Dejiang pointed out that the Constitution is the fundamental law of the country and is the general charter for administering state affairs well and ensuring national security.
比尔盖茨表示，新一代核能对人类未来能源技术发展非常重要，我们珍视同中国企业的合作,Bill Gates said that next-generation nuclear power is of great significance to the development of future energy technology. We cherish cooperation with Chinese enterprises
"对面墙上是她的线粒体DNA序列,用铅笔扭扭曲曲写着 Cs、Gs 和 As 符号。","On the opposite wall is her mitochondrial DNA sequence - a centipede of Cs and Gs and As, written in pencil."
习近平总书记带领中共中央政治局常委,General Secretary Xi Jinping led the members of the Standing Committee of the Political Bureau of the CPC Central Committee
噢，我喜欢档案文献！”,"Ah, I love archives!"""
数据显示，2017年全球平均地表温度比工业化前时代高出了约1.1摄氏度。,The data shows that the average global surface temperature in 2017 was about 1.1℃ higher than the pre-industrial age.
一百多人受伤 据目击者说，冲突双方出动了坦克等重型武器，在萨那街头展开战斗，数以千计的民众和儿童被困萨那中部,"Over 100 people were wounded. According to witnesses, both parties in the conflict dispatched heavy weapons such as tanks and started fighting on the streets of Sana, leaving thousands of people, including children, trapped in the central part of Sana."
郑州至阜阳高速铁路控制性工程，周淮特大桥跨新运河连续梁今天合龙，它采用节段预制胶接拼装技术,The Zhengzhou to Fuyang high-speed railway engineering control and the continuous beam of the Zhou Huai Bridge across the New Canal were closed today. They use segmented prefabricated plastic assembly technology
其他人也曾尝试过，但均以失败告终。,Others have tried and failed.
德亚伊议会已经呼吁将涉事警察绳之以法，并将防暴机动部队撤离该地区。,The Deiyai parliament has called for the officers involved to be held to account and the police mobile brigade to be withdrawn from the area.
上海正按照习近平总书记的要求，加快向具有全球影响力的科技创新中心进军。,"In accordance with General Secretary Xi Jinping’s request, Shanghai is speeding up its march toward becoming a science and technology innovation center with global influence."
尤哈内斯说“在过去的三年中，我已经接受了四次采访，但是事情完全没有进展。”,"""I've been interviewed four times for the past three years, but there has been no progress at all,"" Yohanes says."
“俱乐部引进了其中三位签约球员，我十分感谢。”他补充说道。,"""To get three out of four I thank the club for that,"" he added."
当然大部分男性不会留有性爱机器人，而且虽然 FRR 指出性爱机器人正越来越受欢迎，但它们目前依然处在消费文化的边缘。,"Most men, naturally, are not going to keep sex robots, and while the FRR noted their increasing popularity, they remain, for now, on the outskirts of consumer culture."
《通知》指出，学习贯彻习近平新时代中国特色社会主义思想，是当前和今后一个时期全党全军的重大政治任务,The Notice points out that studying and implementing Xi Jinping's socialism with Chinese characteristics in the new era is a major political task of the entire party and army for the present and future.
一分部署、九分落实。,"With 10% efforts in deployment, 90% efforts will be made in implementation."
中共中央做出关于认真学习宣传贯彻党的十九大精神的决定。,"The CPC Central Committee made a decision on earnestly studying, propagating and implementing the essence of the 19th CPC National Congress."
央视财经频道联合中国社科院财经战略研究院，给大家梳理了一份干货，就是这份沉甸甸的中国电商年度发展报告。,"CCTV-2 and the National Academy of Economic Strategy, CASS have compiled a stack of dry goods, i.e., this weighty annual report on the development of the e-commerce industry in China."
出席对话会的外国政党代表高度认同习近平关于推动构建人类命运共同体，携手建设美好世界的主张。,Attending representatives of foreign parties agreed with Xi Jinping’s proposal to promote building a community who believe in a shared future for mankind who can build a better world together.
大会主席团常务主席万钢,"Wan Gang, Executive President of the Presidium of the General Assembly,"
十九名俄罗斯运动员符合国际田联的严格标准，将在周五伦敦举办的世界田径锦标赛中以中立选手的身份参加比赛。,"Nineteen Russian athletes will be competing as neutrals at the World Athletics Championships which start in London on Friday, having met strict IAAF criteria."
“我们接受并设法理解这一点，而且我们会坚持下去直到我们取得成功 ”，布莱克说。,"""We embrace it and we're trying to understand it and we'll push on that until we work it out,"" Black said."
百折不挠的奋斗精神，立党为公忠诚为民的奉献精神党的十九大开启了党和国家事业的新征程，广大党员干部表示，要从党的光辉历史中,"With the Indomitable fighting spirit, and the sacrifice spirit of dedication to work for the public and assuming power for the people, the 19th CPC National Congress has started a new journey of the course of the party and our country. All the Party members and cadres said that they would, from the brilliant history of the Party,"
在谷歌应用商店里可以看到，ＵＣ浏览器的平均评分高达４．５分，评价人数１６００多万，５分好评人数多达１１００万。,"In the Google App Store, we can see that the average score of UC browser is as high as 4.5 points, the number of appraisers is more than 16 million, and up to 11 million of appraisers give a mark of 5 points."
2017年年底，在最新出炉的2017福布斯中国400富豪榜和胡润百富榜上，许家印成为“双料首富”。,"At the end of 2017, Xu Jiayin became “the double richest person” on the newly released 2017 Forbes China's 400 rich list and Hurun China Rich List."
都觉得无法解决的程度，那这个阶段你要坚持住，就你在不断地走不断地走。,"none of them can be solved. At this stage, you have to stick to it and keep going."
几分钟后，格林感谢人群，然后表演结束。,"After a few minutes Greene thanks the crowd, and suddenly it's over."
——2018年1月11日，习近平在中国共产党第十九届中央纪律检查委员会第二次全体会议上发表重要讲话,"-- On January 11, 2018, Xi Jinping gave a keynote speech during the second plenary session of the 19th Central Commission for Discipline Inspection of the Communist Party of China"
一如既往为世界共同发展作贡献，一如既往为世界文明交流互鉴作贡献。,There is also the shared aim in making a contribution toward the common development of the world and the exchange and mutual recognition of world civilizations.
也门胡塞武装与萨利赫派别交火持续，沙特领导多国联军空袭,"The Houthis Armed Forces of Yemen continues crossfires with supporters of Saleh, and the Saudi Arabia-led multinational coalition continued air strikes"
努力开创人大工作新局面，一要深刻领会党中央集中统一领导是党的领导的最高原则,"and strive to create a new dimension in the work of NPC. To achieve this, it should, on one hand, understand that the centralized and unified leadership of the Party Central Committee was the supreme principle of the party's leadership"
中国在马其顿的投资始于2006年，在塞尔维亚则是从2008年开始，2009年，中国远洋运输公司买下了希腊比雷埃夫斯港。,"China’s investment in Macedonia began in 2006, while in Serbia it began in 2008. And in 2009, China Ocean Shipping Company bought Piraeus Port in Greece."
截至目前，巴厘岛机场仍处于临时开放状态。,"At present, the airport in Bali is still temporarily open."
事实证明，通过良好的设计以及增加额外面积，标准公寓可以摇身变得让你惊叹不已。,"It goes to show that through good design and increased square metreage, a flat can turn from something standard into something quite amazing."
全面增强执政本领，取得显著成效,to comprehensively enhance its governing capabilities and achieved remarkable results.
各个政党都要顺应时代发展潮流，把自身发展同国家、民族、人类的发展,"All political parties must conform to the trend of the times and closely integrate their own development with the development of the country, the nation"
树立宪法意识，增强宪法自信，成为宪法的坚定信仰者、宣讲者、实践者、维护者。,"to establish constitutional awareness and enhance their confidence in the Constitution. They will become firm believers, preachers, practitioners, and defenders of the Constitution."
马尔代夫总统亚明在贺函中表示，中共十九大作出的重要决定将使阁下描绘的,"Maldivian President Yaming said in his letter of greetings , “the important decisions made at the 19th National Congress of the Communist Party of China will make the ......that you drew......,"
他漫步在旧城堡的土地和废墟上，与流浪者、园丁，有时候与为他书中绘制插图艺术家聊天。,"He wandered the grounds and the ruins of the old castle, talking to rangers, gardeners and sometimes the artists at work on his book's illustrations."
中加关系要持续健康稳定发展，必须顺应时代潮流,"To maintain the sound and stable development of Sino-Canadian relations, we must comply with the trend of the times,"
澳洲统计局(ABS)数据显示，今年第二季度，全澳房屋价值平均上涨1.5%至2%，年增3.5%，创自2013年3月以来最低年增率。,"Figures from the Australian Bureau of Statistics (ABS) revealed that in the second quarter of this year, residential property prices in Australia nationwide rose by an average of 1.5% to 2%, and were 3.5% higher on an annual basis, the lowest annual growth rate since March 2013."
王丰源在首发式发言中说，来美国前想找本书看看别人的经验，但他翻遍新华书店没找到关于留学美国中学的书。,"Wang Fengyuan spoke at the launch of his new book, saying that before coming to the United States, he wanted to find a book to get to know the experience of others, but he searched all over Xinhua Bookstore and did not find a book about studying in American middle school."
“2018年我们会快速进入全国，春节前在北京、上海、杭州会开出一大堆的店。”,"“We will rapidly expand nationwide in 2018, and will open a large number of stores in Beijing, Shanghai and Hangzhou before the Spring Festival,”"
西弗吉尼亚州州长宣布换党,West Virginia governor announces he's switching parties
会议确定，有关部门要在科学评估基础上抓紧拿出具体方案。,The meeting determined that relevant departments should promptly put forward specific plans on the basis of scientific evaluation.
“我找苏格兰体育学院的的人员谈话。他们认为这与他们的作为有关。,"""I speak to people in the Scottish Institute of Sport and they think it's something to do with what they've done."
公示无异议才能退出，退出标准也十分严格。,Only those which have no objection during the publicity can exist from the list of poverty-stricken counties. The exit standard is also stringent.
本台消息,"According to reports,"
与此同时，明尼蒂称近几周抵达意大利的移民人数骤降，这表明加强利比亚海岸护卫以及联合各当地市长的努力已初见成效。,Minniti meanwhile said a sharp fall over recent weeks in the number of migrants arriving in Italy following rescues was an indication that efforts to beef up the Libyan coastguard and cooperation with local mayors was bearing fruit.
巴布亚警方总督察尤杰·门德告诉记者，他的下属只是在“保护”警察局，因为警察局受到了袭击。,"The Papua Police Chief Inspector General Yotje Mende told reporters that his officers were only ""securing"" their station because it was under attack."
入场免费，停车费为载有一位乘客的每辆车收费 5 英镑，载有两位或多位乘客的每辆车收费 10 英镑。,"Admission is free of charge, with car parking charged at £5 per car with one occupant and £10 per car with two or more occupants."
国内航班允许携带液体，但国际航班则不允许携带。,"Liquids are allowed on domestic flights, but not on international ones."
库克表示，互联网安全管理很重要，苹果公司赞赏中国的开放政策。,"Cook said Internet security management is important, and Apple appreciates that China has opened up their policy."
项目实施后，对促进六安市区域科学发展，实现湖泊休养生息，加快流域水环境质量改善，保障饮用水安全，推进节能减排具有积极作用。,"The projects, upon implementation, had a positive effect on advancing Lu’an City’s regional scientific development, achieving rehabilitation for lakes, accelerating improvement in the water environment of drainage basins, ensuring safety in drinking water, and advancing energy saving and emission reduction."
羊城晚报记者王莉由范冰冰领衔，郭涛、大鹏、张嘉译等主演的电影《我不是潘金莲》将于9月30日全国上映。,"Yangcheng Evening News reporter Wang Li. The film “I Am Not Madame Bovary” starring Fan Bingbing, as well as Guo Tao, Da Peng, Zhang Jiayi and others, will be released nationwide on September 30."
卡特在 6 月被判处对康拉德?罗伊 (Conrad Roy) 犯有无故意非预谋杀人罪，后者于 2014 年 7 月 13 日自杀。,"Carter was convicted in June of the involuntary manslaughter of Conrad Roy, who took his own life on 13 July 2014."
联合国秘书长古特雷斯１６日高度赞扬中国在全球应对气候变化行动中发挥的至关重要的作用，并鼓励中国在今后继续扮演重要角色。,"On the 16th, UN Secretary-General António Guterres highly praised China for playing a crucial role in the global response to climate change and encouraged China to continue to play an important role in the future."
如今LG的家电都相当有特色，这款CordZero C5吸尘器主打无线追踪功能。,LG’s home appliances have relatively distinct features these days. RoboSense technology is this CordZero C5 vacuum cleaner’s main feature.
进一步推进境外旅客购物通关和退税便利化，严格落实进境物品依法主动申报纳税要求。,"Shopping and customs clearance, as well as tax refund for foreign tourists would expedited, and the requirement for voluntary tax declaration of imported goods shall be strictly implemented according to the law."
本台消息，应国家主席习近平邀请，马尔代夫共和国总统阿卜杜拉亚明阿卜杜尔加尧姆将于十二月六号到九号,"Our news. At the invitation of President Xi Jinping, the President of the Republic of Maldives Abdulla Yameen Abdul Gayoom will have a state visit to China"
此外，还开通网上花市，利用小区信息网络，为进入北京路商圈和西湖路花市游览购物的市民发送有关花市的介绍短信，并可以利用手机上网来流览“网上花市”。,"In addition, online flower markets will be made accessible. By using the information networks of housing estates, brief introductions and messages about the flower markets will be sent to residents who intend to visit and shop at the Beijing Road business district and West Lake Road flower market. Residents may browse the “online flower markets” on their mobile phones."
说过,said that
在2016年，省政府办公厅正式发布了《浙江省旅游风情小镇创建工作实施办法》，提出通过5年左右的时间，在全省验收命名100个左右民俗民风淳厚、生态环境优美、旅游业态丰富的省级旅游风情小镇。,"In 2016, the provincial government office issued the ""The implementation of the creation of a tourist town in Zhejiang Province”, which proposed that the province would accept and name about 100 tourist towns with strong folk customs, beautiful ecological environment and rich tourism industries after 5 years or so."
“他们并不是真的死了，”一个小男孩喃喃自语，好像在提醒自己。,"""They're not really dead,"" one little boy mutters, as if to remind himself."
这让我想到了马里兰州的州长拉里·霍根，他需要向华盛顿学习。,"That brings me to Maryland Gov. Larry Hogan, who needs to work on being more like Washington."
张高丽、汪洋、刘延东接受俄罗斯友谊勋章。,"Zhang Gaoli, Wang Yang and Liu Yandong accepted Russia’s Order of Friendship award."
和建设美好世界发挥引领作用,and better world.
为此，她聘请了来自 Duck＆Shed 建筑和设计工作室（位于诺丁山）的埃尔凡·阿扎迪来利用这个 12.5 英尺高的天花板，精心打造一个家。这个家不仅是开发项目，还是乔安妮居住的地方。,"To this end, she employed Erfan Azadi of Notting Hill-based architecture and design studio Duck & Shed to exploit the 12.5ft ceilings and create a home that wasn't only a development but a place for Joanne to live."
一夫多妻现象在这里很常见。,Polygamy is common here.
加西亚赞赏洛马琴科是“一个出色的选手”，并可能现场观看他周六的拳击比赛。,"Garcia said he appreciates Lomachenko as ""a tremendous fighter,"" and may attend his Saturday bout."
“上吊、跳楼、刺伤自己，有很多方法。”她在他死亡前两周发送的数条短信中表示；当时他正和家人一起度假。,"""Hang yourself, jump off a building, stab yourself I don't know there's a lot of ways,"" she said in several messages sent in the two weeks before his death while he was on holiday with his family."
华为表示，过去5年，华为已通过在全球和美国市场推出高端产品，证明自己的实力。,"Huawei indicated that in the past five years, it has already launched high-end products worldwide and in the US market, proving its strength and competence."
还有州长家乡的政府经费披露，,They also had an expose on government spending concentrated in the governor's hometown.
武装头脑，指导实践。,and their policies.
宝马董事长表示，宝马相信“驾驶有更多智能选择而非限制”，意指欧洲各大城市 - 包括宝马公司总部所在地慕尼黑在内 - 考虑禁止或限制柴油车辆。,"The BMW chairman said the company believed ""there are more intelligent options than driving restrictions,"" referring to the European cities - including Munich, where BMW is based - that have considered banning or restricting diesel vehicles."
2011 年欧足联推出的《金融公平竞赛规则》 (FFP) 意味着巴黎圣日尔曼足球俱乐部最终必须证明内马尔的转会获得资金资助而不会造成巨额亏损。,Financial Fair Play rules launched by UEFA in 2011 mean that PSG will eventually have to show that Neymar's transfer was funded without incurring huge losses.
共和党占多数的参议院最终以五十一票赞成、四十九票反对的结果通过了这份减税法案。,The Republican-majority Senate ultimately passed the tax cut as a result of 51 votes in favor and 49 against it.
周三的突然反转是普鲁特监管转返议程上一项最新的法律障碍。,Wednesday's sudden reversal is the latest legal setback for Pruitt's regulatory rollback agenda.
俱乐部可以花巨资购买球员，但他们必须利用合法的收入来源来弥补所花巨资，使他们在足球的相关业务上实现盈亏平衡。,"Clubs are allowed to spend heavily on acquiring players but they have to counterbalance that with legitimate sources of income, allowing them to approach break-even on their football-related business."
他补充道，如工厂运营有变化，员工和工会代表“会率先知道”。,"It added employees and union representatives ""will be the first to know"" if there were any changes to its operations."
而阿里巴巴集团283亿元入股苏宁云商，也还历历在目。,"Indeed, Alibaba Group's RMB28.3 billion acquisition of an equity stake in Suning Commerce Group was still fresh in the minds of the public."
对于如何处理我国新能源汽车“骗补”事件，自今年1月事件曝光以来受到全社会乃至国际汽车产业界的高度关注，国务院高度重视，要求严肃查处骗补行为。,"How to deal with China’s renewable energy vehicle “subsidy fraud” has become a matter of serious concern for the public and even the international automobile industry community after the case was exposed in January this year. The State Council has attached great importance to this issue, and has requested rigorous investigation into such fraudulent conduct."
记者从当地企业了解到，目前河北绝大部分地区的钢厂已经复工，限产压力缓解。,"The reporter learned from local enterprises that the steel plants of most regions in Hebei have resumed production at this time, and pressure from production quotas have eased."
现在，这两兄弟还在争夺现有企业的控制权，保罗称科林已将他踢出局。,The brothers are also now fighting over who controls the existing business - which Paul alleges Colin has locked him out of.
在本周于拉斯维加斯举办的消费电子产品展（CES）上，三星发布了具有碰撞警示、车道偏移警示、巡航控制功能的车用摄影机，这些产品是与哈曼合作开发的。,"At the International Consumer Electronics Show (CES) held in Las Vegas this week, Samsung unveiled its automotive camera equipped with collision warning, lane-departure warning, and adaptive cruise control, which was also developed jointly with Harman."
该地块为白云区今年来推出的首幅宅地，同样要求中小套型（90平方米以下）比例为30%。,"This land parcel is the first residential site offered for sale in Baiyun District this year. Similarly, there are requirements for small and medium-sized units (90 m2 and below), with the proportion at 30%."
同时随着消费需求的提升，过去喜欢自驾“游览景点”的游客开始转变观念，不再是自驾游过程中“下车拍照、上车睡觉”，而是更加关注旅行的体验和过程。,"Meanwhile, with higher consumption demand, tourists who enjoyed self drive “tour of sights” have begun to change their opinion. Instead of “alighting to take photos, and boarding to sleep” during the self drive travel process, they are now more concerned with the travel experience and process."
而不论是天猫网购平台还是支付宝支付平台，全都属于马云的阿里集团。,"Whether the Tmall shopping platform or the Alipay payment platform, however, both belonged to Jack Ma’s Alibaba Group."
古列尔米表示，“警方对他们的下落已经有了一个大概的想法，我们正在努力定位可能的地点。”,"""Police have an idea of their whereabouts but our efforts to locate that are intensifying,"" Guglielmi said."
2013 年情人节凌晨时分，他在其比勒陀利亚的家中透过厕所隔间门多次枪击斯廷坎普，至其死亡。,He killed Steenkamp in the early hours of Valentine's Day 2013 by shooting her multiple times through a toilet cubicle door at his Pretoria home.
但是，在我们担心房地产价格，担心宏观经济调控，担心房地产市场未来走势的时候，《人民日报》再次撰文了，上次我们专门论述了《人民日报》评论对于房地产调控的定调，而现在《人民日报》撰文论述的却是一个比买不买得起房更为严重的话题，这就是即使你买得起房，还得起债吗？,"However, just when we were worried about real estate prices, macroeconomic controls and the future trend of the real estate market, the People's Daily published an important commentary once again. Last time we discussed how People’s Daily had set the tone for the regulation of real estate market through a commentary. This time, the commentary of People's Daily deals with a topic that is more serious than the affordability of housing: can you repay the loan even if you can afford the down payment of a mortgage?"
中越、中老关系发展，以及中国同东南亚国家的互利共赢合作带来新机遇，注入新动力,The development of Sino-Vietnam and Sino-Laos relations and the mutually beneficial and win-win cooperation between China and Southeast Asian countries have brought new opportunities and injected new impetus.
"克利玛斯问他是否应该按次收费，他的部分战略是必须让洛马琴科在今年晚些时候与一位 135 磅选手进行首秀比赛，以为明年夏天与加西亚（37-0,30 淘汰赛）约定一个日期。加西亚也有兴趣在 9 月 23 日论坛轻量级拳王争霸赛之后，与豪尔赫·利纳雷斯-卢克·坎贝尔对战的胜利者进行对决。","Klimas asked if it should be on pay-per-view, part of a strategy he has to have Lomachenko fight a 135-pound debut bout later this year to set up a date next summer with Garcia (37-0, 30 knockouts), who also has interest in fighting the Jorge Linares-Luke Campbell winner following their Sept. 23 lightweight title bout at the Forum."
盒马鲜生CEO侯毅10日在第二届新零售峰会上透露了2018年的“新打法”。,Hema Supermarket CEO Hou Yi revealed the company’s new approach for 2018 at the 2nd New Retail Summit on the 10th.
推动伟大实践，不忘初心、牢记使命、永远奋斗，为实现党的十九大提出的任务不懈努力。,"to promote great practice with great spirit, never forget their initial mission, keep their mission firmly in mind, and make unremitting efforts to achieve the tasks put forward by the 19th National Congress."
“我想要高高的天花板、大大的窗户、充足的光线。,"""I wanted high ceilings, big windows, lots of light."
"根据《时代》杂志发布的军事记录记载，上个月白宫决定运送一架海军陆战队直升机至南草坪用于彰显美国制造业的巨大荣耀，耗资高达 24,000 美元。","The White House's decision to fly a Marine helicopter to the South Lawn for an event highlighting American manufacturing last month cost taxpayers as much as $24,000, according to military records released to TIME."
走进广安会展中心，会场没有标语，没有茶杯，甚至连一瓶普通的矿泉水都没有。,"On entering GuangAn International Convention and Exhibition Center, slogans were absent from the venue, and there were no tea cups; not even a bottle of mineral water was present."
抵达任务区以来，医疗分队先后执行了抢救巴基斯坦维和友军伤员等多项紧急任务。,"Arriving at the mission area, the medical team carried out multiple emergency missions such as rescuing injured members of the Pakistani peacekeeping force."
王沪宁表示要牢牢把握在学懂弄通坐实上下功夫的要求，精心做好党的十九大精神集中宣讲,"Wang Hu’ning suggested that the centralized publicity of the essence of the 19th CPC National Congress should be meticulously carried out based on the requirement of “comprehension and implementation” to deepen the work of “studying,"
费雷尔和女儿（穿着花裙子、带着冠冕配饰）一起开车去弗格森时，两人重新讨论了她们在那天早上之前讨论过无数次的话题--“关于黑人经历和黑人状况”。,"As Ferrell drove to Ferguson with her daughter, who was wearing a floral dress and matching crown, the two revisited a conversation they'd had countless times before that morning ""about the black experience and black condition."""
在像硅谷这样竞争激烈的市场中，高薪水和有趣的项目仅仅是赌注。,"In competitive markets such as Silicon Valley, high salaries and interesting projects are merely table stakes."
这份报道可能激怒了这几个儿子；报纸一送到报摊就被嫌疑帮派成员买断。,The piece may have angered the sons; suspected gang members bought up every copy of the edition as soon as they were delivered to newsstands.
独立制表概念实验室MB&F集合了一大群钟表专家和艺术圈人士，以全力设计和打造各种突破传统概念的机械钟表为己任。,Independent watchmaking concept laboratory MB&F has assembled a team of watchmaking professionals and artists who view the designing and creation of radical timepieces as their mission.
今年，TFBOYS三周年粉丝见面会，陈俊廷担任了活动的音乐制作人。,"At TFBOYS’ third anniversary meet-the-fans event this year, Chen Junting served as the music producer of the event."
一代又一代的家族在这里工作，而且本地社区和大格拉斯哥地区劳动力高度集中，是高失业和社会剥夺严重的地区体面就业的重要支柱。,"Generations of families have worked here and the workforce is highly concentrated in the local community and the greater Glasgow area, a crucial pillar of decent employment in an area of high unemployment and social deprivation."
“她为了自己活得更好而结束了他的生命。,"""She ended his life to better her own."
戴杰说“我们穿不惯这些衣服。”她指的是她那颜色亮丽的手织头巾、深色衬衫和鲜艳的半裙。,"""We were not used to wearing these clothes,"" says Degei, indicating her vividly colored, hand-woven turban, dark shirt and a bright skirt."
哪怕学几句经典的短句也会对购物、在餐馆订餐或是在出租车上闲聊有帮助。,"Even learning a few classic phrases will help with shopping, ordering a meal in a restaurant, or chatting on a taxi."
该组织援引了密苏里大学对黑人学生的种族诽谤以及 28 岁田纳西州黑人男性托利·桑德斯的死亡事件。,"The group cited incidents such as racial slurs against black students at the University of Missouri and the death of Tory Sanders, 28, a black man from Tennessee."
“我上调级别以对战布罗纳（140 磅），但我体重并没有那么大。,"""I moved up for Broner [at 140 pounds], but I'm not that big."
几天前，中国田协严肃认真地出了个通知，严打替跑现象，并且准备对违规者给予终身禁赛的重罚。,"A few days ago, the China Athletic Association issued a serious notice to severely beat the phenomenon of running for others, and prepared to punish violators with a lifelong ban."
虽然左派人物一直以来受到特朗普的怂恿，但是他担任总统带来的翘曲效应则推动我们全部向右转。,"The left has been invigorated by Trump, but the warping effect of his presidency has the power to push us all rightwards."
这位光电学家在微纳米工程、纳米器材等领域成就卓著，是美国国家工程院院士、中国科学院外籍院士。,"The optoelectronicist has made outstanding achievements in the fields of micro/nano engineering, nano equipment and so on. He is an academician of the U.S. National Academy of Engineering and a foreign academician of the Chinese Academy of Sciences."
阿里巴巴董事局主席马云曾表示，消除贫困应该分成扶贫、脱贫和致富三个阶段。,"Alibaba Chairman Jack Ma once said that eradicating poverty should be divided into three phases - poverty relief, poverty eradication and becoming affluent."
设立于2000年的中华环境奖是我国环境保护领域的最高奖项，由多个中央部门组成评选委员会。,"Established in 2000, the China Environmental Award is the most prestigious award in the field of environmental protection in China. The judging panel is made up of many Central government departments."
“我们不相信通过诉讼进行的监管，我们认真对待最后期限。,"""We do not believe in regulation through litigation, and we take deadlines seriously."
业内认为，在消费升级的大背景下，2018年“类盒马”的门店会越来越多。,"Industry insiders believe that against the general backdrop of consumption upgrading, more “Hema type” stores will be opened in 2018."
印尼总统佐科·维多多（人们常称其为佐科维）在他 2014 年的竞选活动上发誓要解决巴布亚的不平等问题和滥用职权问题。,"Indonesian President Joko Widodo, popularly known as Jokowi, vowed to address the inequalities and rights abuses in Papua during his election campaign in 2014."
昨天，申花队主教练波耶特在接受采访时表示：冲绳备战非常重要，希望队里所有人都能参加。,"In an interview yesterday, Shenhua head coach Gustav Poyet expressed: “The preparation in Okinawa is very important. I hope everyone in the team can show up.”"
“这部纪录片不是有人为我们说话或与我们谈话，这是我们的发言。”戴维斯说。,"""This documentary is not somebody speaking for us or speaking to us, it's us speaking,"" Davis said."
邓超表示，“在表演上，同样的事情我不会做的，要不断更新。”,"Deng Chao said, “I won’t do the same thing over and over again in my acting career. I want to renew myself constantly.”"
据日本媒体报道，福岛第一核电站的清理工作预计至少到２０５１年才能完成，但能否如期实现还是未知数。,"According to Japanese media, the clean-up of the Fukushima Daiichi nuclear power plant is expected to be completed at least until 2051, but it is still uncertain whether it can be realized as scheduled."
2011 年 3 月 21 日，肖恩?芬克在加拿大阿尔伯塔省麦克默里堡附近的千禧矿场挖掘到该生物。,"The creature was found by Shawn Funk, when he was digging at the Millenium Mine near Fort McMurray in northern Alberta, Canada, on March 21, 2011."
该委员会应该对他们的作为感到羞耻，因为他们在处理问题上简直是一无是处。,The council needs to be shamed into action as they are useless at dealing with the problem.
2011 年，《规则》的关注点从俱乐部债务问题转向俱乐部的损失状况监测。,"In 2011, FFP shifted from focusing on clubs' debts to monitoring their losses instead."
和砥砺奋进的五年大型成就展,and the Forge Ahead Five-Year Major Achievements Exhibition.
对于天然气市场化改革而言，“管网独立”方面的改革重要性不言而喻，但阻力和争议也较大。,"As regards implementing market-oriented reforms associated with natural gas, the importance of reform with respect to “pipeline and grid independence” is self-evident, but more resistance and controversy can be expected."
该网站称“如果女人有震动棒，那为什么男人不可以有 Roxxxy？”,"""If woman (sic) can have a vibrator, why can't men have a Roxxxy?"" the website states."
他们依赖于他的习惯。,They relied on his routine.
东原锦悦则拥有较好的购物环境，东原锦悦临近南坪商圈，独享西部甚至全国领先的四层立体交通系统，提升了购物舒适度。,"Dongyuanjinyue, which is in the immediate vicinity of Nanping Business District, has a better shopping environment. At its sole disposal is Western China’s, and indeed, the nation’s leading four-story three-dimensional transportation system, enhancing shopping comfort."
实际上，你可能会和乔安妮一样，选择住下去。,"In fact, like Joanne, you may choose not to leave."
近些年大量资本涌入影视市场，明星演员的知名度与片酬水涨船高。制片人何静曾爆料称，某部热拍剧中的两位演员拿着近亿元的片酬，最后竟然只一起搭了两天的戏，其他戏份基本全由替身代劳。,"In recent years, a flood of capital has flowed into the film and TV market, and the profile and remuneration of actors have risen rapidly. Producer He Jing once revealed that two actors of a certain hit drama which was being filmed were earning salaries of close to RMB100 million. In the end, they only acted for two days; their doubles took care of the rest of the film."
